id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
PectoralSternal/LVChestPress,Lever Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat with chest approximately height of horizontal handles. If available, push foot lever until lever is within grasping range. Grasp handles with wide overhand grip; elbows out to sides just below shoulders. Release foot lever.

Execution

Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.
"
PectoralSternal/LVPecDeckFly,Lever Pec Deck Fly,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Serratus Anterior;
","
;No significant stabilizers ;
",,,"Preparation

Sit on machine with back on pad. If available, push foot lever until padded lever moves forward. Place forearms on padded lever. Position upper arms approximately parallel. Release foot lever.

Execution

Push levers together. Return until chest muscles are stretched. Repeat.
"
PectoralSternal/DBPulloverAp,Dumbbell Pullover (on apparatus),Push,"
;Pectoralis Major, Sternal ;
","
;Latissimus Dorsi;
;Teres Major;
;Triceps, Long Head ;
;Deltoid, Posterior;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
","
;Triceps Brachii;
;Deltoid, Anterior;
;Pectoralis Major, Clavicular ;
;Wrist Flexors;
",,,"Preparation

Sit on lower pad with back against upper pad, facing dumbbell in rack. Position feet under padded bars. Grasp dumbbell by handle with both hands. Pull top of dumbbell to chest. Push dumbbell up over chest with both hands under inner plate of dumbbell. Raise hips up from pad and recline torso back so chest faces upward. Keep hips and elbows slightly bent.

Execution

Keeping elbows slightly bent throughout movement, lower dumbbell over and beyond head until upper arms are in-line with torso. Pull dumbbell up and over chest. Repeat.
"
PectoralSternal/LVDeclineChestPress,Lever Decline Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat with lever grips lower chest height. Grasp grips with wide overhand grip; elbows out to sides just below shoulders.

Execution

Press lever until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.
"
PectoralSternal/CBSeatedFly,Cable Seated Fly,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Biceps Brachii, Short Head;
","
;Biceps Brachii;
;Brachialis;
;Triceps Brachii;
;Wrist Flexors;
",,,"Preparation

Sit on seat and grasp stirrups to each side. Slightly bend elbows and internally rotate shoulders so elbows are back.

Execution

Keeping elbows pointed high, bring cable attachments together in hugging motion with elbows in fixed position. Return to starting position until slight stretch. Repeat.
"
PectoralSternal/CBChestPress,Cable Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat and grasp stirrups to each side. Position elbows out to sides, slightly lower than shoulder height. Position hands slightly narrower than elbow width in front of upper arms.

Execution

Push stirrups out straight until arms are straight and parallel to one another. Return stirrups to original position, until slight stretch is felt in shoulders or chest. Repeat.
"
PectoralSternal/LVAlternatingDeclineChestPress,Lever Alternating Decline Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat with lever grips lower chest height. Grasp grips with wide overhand grip; elbows out to sides just below shoulders.

Execution

Press one lever until arm is extended. Return lever back until chest muscle is slightly stretched. Repeat with opposite arm, alternating between sides.
"
PectoralSternal/STFly,Suspended Fly,Push,"
;Pectoralis  Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Biceps Brachii, Short Head;
","
;Rectus Abdominis;
;Obliques;
;Pectoralis Minor;
;Serratus Anterior;
;Quadriceps;
;Gastrocnemius;
;Soleus;
;Biceps Brachii;
;Brachialis;
;Triceps Brachii;
;Wrist Flexors;
",,"
;Erector Spinae;
","Preparation

Grasp handles and step forward between suspension trainer. Position arms downward and slightly forward, nearly parallel with suspension straps. Lean forward, placing upper body weight onto handles with arms straight, while stepping back onto forefeet, so body is leaning forward at desired angle. Straighten body so torso is in-line with legs. Bend elbows slightly and internally rotate shoulders, so elbows are pointed outward to each side.

Execution

Lower body by allowing suspension handles to separate outward until mild stretch is felt in chest. Reverse motion by bringing handles back together in hugging motion. Repeat.
"
PectoralSternal/LVChestPressH,Lever Chest Press (plate loaded),Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Sit on seat with chest approximately height of handles. Grasp handles with wide overhand grip; elbows out to sides just below shoulders.

Execution

Press levers until arms are extended. Return weight until chest muscles are slightly stretched. Repeat.
"
PectoralSternal/WtChestDip,Weighted Chest Dip,Push,"
;Pectoralis Major, Sternal;
","
;Deltoid, Anterior;
;Triceps Brachii;
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Latissimus Dorsi;
;Teres Major;
","
;Trapezius, Lower;
",,,"Preparation

Place weight on dip belt around waist or place dumbbell between lower legs just above feet. Mount wide dip bar with oblique grip (bar diagonal under palm), arms straight with shoulders above hands. Keep hips and knees bent.

Execution

Lower body by bending arms, allowing elbows to flare out to sides. When slight stretch is felt in chest or shoulders, push body up until arms are straight. Repeat.
"
PectoralSternal/BWInclinePushupBar,Incline Push-up (on bar),Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
","
;Rectus Abdominis;
;Obliques;
;Pectoralis Minor;
;Serratus Anterior;
;Quadriceps;
;Gastrocnemius;
;Soleus;
","
;Biceps Brachii, Short Head;
","
;Erector Spinae;
","Preparation

Grasp horizontal bar (lower than chest height) with hands slightly wider than shoulder width. Position forefeet back from bar with arms and body straight. Arms should be perpendicular to body.

Execution

Keeping body straight, lower chest to bar by bending arms. Push body up until arms are extended. Repeat.



"
PectoralSternal/DBDeclineFly,Dumbbell Decline Fly,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Biceps Brachii, Short Head;
","
;Biceps Brachii;
;Brachialis;
;Triceps Brachii;
;Wrist Flexors;
",,,"Preparation

Grasp two dumbbells. Lie supine on decline bench. Support dumbbells above upper abdomen with arms fixed in slightly bent position. Internally rotate shoulders so elbows are to sides.

Execution

Lower dumbbells to sides until chest muscles are stretched with elbows fixed. Bring dumbbells together in wide hugging motion until dumbbells are nearly together. Repeat.
"
PectoralSternal/STChestPress,Suspended Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
","
;Rectus Abdominis;
;Obliques;
;Pectoralis Minor;
;Serratus Anterior;
;Quadriceps;
;Gastrocnemius;
;Soleus;
","
;Biceps Brachii, Short Head;
","
;Erector Spinae;
","Preparation

Grasp handles and step forward between suspension trainers. Position arms downward and slightly forward, nearly parallel with suspension straps. Lean forward, placing upper body weight onto handles with arms straight, while stepping back onto forefeet so body is leaning forward at desired angle. Straighten body so torso is in-line with legs.

Execution

Lower body by bending arms while keeping body straight. Allow handles to come apart slightly to keep in-line with elbows flaring out. Stop descent once mild stretch is felt through shoulders or chest. Push body up to original position, allowing handles to travel inward to keep in line with elbows converging until arms are fully extended. Repeat.
"
PectoralSternal/LVSeatedDeclineFly,Lever Seated Decline Fly (gripless),Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
","
;No significant stabilizers ;
",,,"Preparation

Sit on seat with back against seat. Position both arms over back of padded levers. Slightly bend elbows and internally rotate shoulders, wrists are slightly lower than elbows.

Execution

Bring padded levers together by pushing pads forward and downward in hugging motion. Return to starting position until chests muscle are stretched. Repeat.
"
PectoralSternal/CBBarStandingDeclineChestPress,Cable Bar Standing Decline Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
;Pectoralis Minor;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Stand facing behind cable bar mounted on each side to shoulder height narrow double pulley cables. Grasp cable bar with wide overhand grip. Position bar   chest height with elbows angled behind and above. Lean and step forward with one foot in front, bending forward knee.

Execution

Push cable bar forward and downward until bar is about hip height and arms are straight. Return cable bar to original position until slight stretch is felt in chest or shoulders. Repeat.
"
PectoralSternal/LVSeatedIronCrossFly,Lever Seated Iron Cross Fly,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Latissimus Dorsi;
","
;Biceps Brachii;
;Brachialis;
;Wrist Flexors;
;Rectus Abdominis;
;Obliques;
",,"
;Erector Spinae;
","Preparation

Straddle seat with both levers positioned slightly above horizontal. Grasp both lever ends with elbows slightly above levers. Sit down near end of seat with torso leaning  forward  slightly and slightly bent elbows pointing back.

Execution

Push levers downward and together in hugging motion. Keep shoulders internally rotated so elbows are pointed slightly upward at top and out to sides at bottom. Return to starting position until chest muscles are stretched. Repeat.
"
PectoralSternal/LVSeatedFly,Lever Seated Fly,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Deltoid, Anterior;
;Biceps Brachii, Short Head;
;Serratus Anterior;
","
;Biceps Brachii;
;Brachialis;
;Wrist Flexors;
",,,"Preparation

Sit on machine with back on pad. Grasp handles to both sides, shoulder height. Slightly bend elbows and internally rotate shoulders so elbows are back.

Execution

Keeping elbows pointed high, push lever handles forward and together. Return to back toward original position until mild stretch is felt in chest or shoulder. Repeat.
"
PectoralSternal/BBDeclineBenchPress,Barbell Decline Bench Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
",,"
;Biceps Brachii, Short Head;
",,"Preparation

Lie supine on decline bench with feet under leg brace. Dismount barbell from rack over chest using wide oblique overhand grip.

Execution

Lower weight to chest. Press bar until arms are extended. Repeat.
"
PectoralSternal/LVChestDip,Lever Chest Dip,Push,"
;Pectoralis Major, Sternal;
","
;Deltoid, Anterior;
;Triceps Brachii;
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Latissimus Dorsi;
;Teres Major;
","
;Trapezius, Lower;
",,,"Preparation

If possible, place handles in wide position. Sit on seat and grasp handles with oblique grip. Lean forward slightly and allow elbows to flare out.

Execution

Push lever down by straightening arms. Return lever up with elbows flaring out until chest is slightly stretched. Repeat.
"
PectoralSternal/LVChestDipH,Lever Chest Dip (plate loaded),Push,"
;Pectoralis Major, Sternal;
","
;Deltoid, Anterior;
;Triceps Brachii;
;Pectoralis Major, Clavicular;
;Pectoralis Minor;
;Rhomboids;
;Levator Scapulae;
;Latissimus Dorsi;
;Teres Major;
","
;Trapezius, Lower;
",,,"Preparation

Sit on seat and grasp handles with oblique grip. If possible, place handles in wide position. Lean forward slightly.

Execution

Push lever down with elbows away from body. Return until chest is slightly stretched. Repeat.
"
PectoralSternal/CBTwistingStandingChestPress,Cable Twisting Standing Chest Press,Push,"
;Pectoralis Major, Sternal;
","
;Pectoralis Major, Clavicular;
;Deltoid, Anterior;
;Triceps Brachii;
;Serratus Anterior;
;Obliques;
;Quadratus Lumborum;
;Psoas major;
;Iliocastalis lumborum;
;Iliocastalis thoracis;
;Tensor fasciae latae;
;Gluteus medius;
;Gluteus minimus, anterior fibers;
;Adductors, Hip;
","
;Rectus Abdominis;
","
;Biceps Brachii, Short Head;
","
;Erector Spinae;
","Preparation

Grasp cable stirrup from chest height pulley. Turn body away from pulley. Position elbow of loaded arm out to side, lower chest height. Position loaded hand back approximately shoulder height and elbow width. Step far forward with foot of opposite side of loaded arm. Bend knees and position heel off rear foot off floor.

Execution

Push stirrups away from body, horizontally until arm is straight and inline with cable. Return stirrups to original position until slight stretch is felt in chest or shoulder. Repeat. Continue with opposite arm.
"
