id,name,force,target,synergist,stabilizer,dynamic stabilizer,antagonist stabilizer,instructions
Brachialis/BBStandingPreacherCurl,Barbell Standing Preacher Curl,Pull,Brachialis,Biceps Brachii;Brachioradialis,Wrist Flexors,,,"Preparation

Placing back of arms on pad with one foot forward, grasp curl bar with shoulder width underhand grip.

Execution

Raise bar until forearms are vertical. Lower barbell until arms are fully extended. Repeat.
"
TrapeziusUpper/LVBBShrug,Lever Barbell Shrug (plate loaded),Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",Erector Spinae,,,"Preparation

Stand behind bar mid-thigh height. Stand grasping bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back and stand upright.

Execution

Elevate shoulders as high as possible. Lower and repeat.
"
BackGeneral/LVSeatedRowNoPad,Lever Seated Row (no chest pad),Pull,"Back, General","Erector Spinae;Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal",Hamstrings;Gluteus Maximus;Adductor Magnus,"Biceps Brachii;Triceps, Long Head",,"Preparation

Sit on seat and grasp handles with each hand. Place feet on vertically angled platform. Slide hips back with knees slightly bent.

Execution

Pull handles to waist while straightening torso upright. Pull shoulders back and push chest forward while arching back. Return until arms are extended, shoulders are stretched forward, and lower back is flexed forward. Repeat.

Comments

Exercise is performed on apparatus with no chest pad, in contrast to standard lever seated row machine. This exercise is more similar to Cable Seated Row. Begin with light weight and add additional weight gradually to allow lower back adequate adaptation. Do not pause or bounce at bottom of lift. Do not lower weight beyond mild stretch. Full range of motion through lower back will vary from person to person. For even greater hip and low back articulation, hips may be slid back further with knees straighter.
"
TrapeziusUpper/CBShrugStirrups,Cable Shrug (with stirrups),Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",Erector Spinae,,,"Preparation

Stand between two low pulleys and grasp stirrups to each side. Stand upright with arms straight down to each side.

Execution

With arms straight, elevate shoulders as high as possible. Lower and repeat.
"
WristFlexors/CBRollerWristFlexion,Cable Roller Wrist Flexion,Pull,Wrist Flexors,,"Brachioradialis;Biceps Brachii;Brachialis;Deltoid, Anterior;Trapezius, Upper;Trapezius, Middle;Levator Scapulae;Wrist Extensors",,,"Preparation

Stand behind weight plate(s) on floor and grasp wrist roller handle with both hands; over hand grip.

Execution

With left hand gripping handle, relax grip of right hand and slide grip behind handle (by hypexending wrist) and regrip. Relax grip of left hand and flex right wrist. Repeat sequence with opposite hands, alternating back and forth until weight plate has raised up near hands. Lower weight steadily with opposite movement.
"
Biceps/CBAlternatingCurl,Cable Alternating Curl,Pull,Biceps Brachii,Brachialis;Brachioradialis,"Trapezius, Upper;Trapezius, Middle;Levator Scapulae;Wrist Flexors",,,"Preparation

Stand between or facing double low pulleys. Grasp stirrups to each side, palms facing forward.

Execution

Pull one stirrup up forward and upward toward shoulder while keeping elbow stationary. Return until arm is fully extended. Repeat on other arm, alternating between sides.
"
BackGeneral/CBStandingTwistingHighRow,Cable Twisting Standing High Row,Pull,"Back, General",Hip External Rotators;Gluteus maximus;Gluteus medius;Gluteus minimus,Erector Spinae,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis,"Preparation

Stand facing high pulley positioned slightly above head level. Grasp stirrup with one hand and step back so arm is straight. With leg of opposite side as loaded arm, plant forefoot far back on floor. Slightly bend knee of forward leg, same direction as foot. Allow shoulder with stirrup to be pulled forward with twist through waist.

Execution

Pull cable attachment to side of torso and rotate body toward side of pulling arm. Pull shoulder back and push chest forward. Return until arm is extended and shoulder is pulled forward. Repeat. Continue with opposite arm.

Comments

In standing position, both spinal rotation and hip rotation contribute to body's rotation. Because rear leg is only supported by forefoot, hip of forward leg is utilized (hip internal rotation / transverse adduction) much greater than hip of rear leg since forward leg offers more secured base of support.

Opposite Stance

With the legs in opposite stance, body will be turned more away from cable resulting in slight difference of muscle involvement throughout movement.

During movement:

less spinal rotationmore hip external rotators / transverse abduction (forward/opposite side hip)less hip internal rotators / transverse adduction (rear/same side hip)
"
TrapeziusUpper/SBShrugStand,Trap Bar Shrug (elevated stand),Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",Erector Spinae,,,"Preparation

Step into elevated trap bar stand. Bend down and grasp handles of apparatus to sides. Stand upright.

Execution

Elevate shoulders as high as possible. Lower and repeat.
"
DeltoidLateral/DBUprightRow,Dumbbell Upright Row,Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Brachialis;Brachioradialis;Biceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior, Inferior Digitations;Infraspinatus;Teres Minor","Trapezius, Upper;Levator Scapulae",,,"Preparation

Grasp dumbbells and stand with palms facing front of thighs.

Execution

Pull dumbbells to front of shoulder with elbows leading out to sides. Allow wrists to flex as dumbbells rise upward. Lower and repeat.
"
Triceps/CBInclinePushdown,Cable Incline Pushdown,Push,Triceps Brachii,,"Latissimus Dorsi;Teres Major;Deltoid, Posterior;Pectoralis Major, Sternal;Pectoralis Minor;Trapezius, Lower;Wrist Flexors",,,"Preparation

Lie on incline bench facing away from high pulley. Grasp cable attachment overhead with overhand narrow grip. Position elbow to sides, slightly up.

Execution

Extend arms with elbows stationary. Return until forearm is close to upper arm. Repeat.
"
LatissimusDorsi/WtCloseGripChinup,Weighted Parallel Close Grip Pull-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Teres Major;Deltoid, Posterior;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Major, Sternal;Pectoralis Minor",,"Biceps Brachii;Triceps, Long Head",,"Preparation

Step up and grasp close grip parallel bars.

Execution

Pull body up until elbow are to sides. Lower body until arms and shoulders are fully extended. Repeat.
"
BackGeneral/STPowerPull,Suspended Power Pull,Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal;Pectoralis Major, Clavicular;Obliques;Quadratus Lumborum;Psoas major;Iliocastalis lumborum;Iliocastalis thoracis",Erector Spinae;Gluteus Maximus;Hamstrings,"Biceps Brachii;Triceps, Long Head",Rectus Abdominis,"Preparation

Grasp suspension handle(s) with one hand. Step back until handle is chest height when held to side of chest. Facing suspension apparatus with feet shoulder width apart, point other arm and its shoulder forward, parallel with angle of strap.

Execution

Rotate body and extended arm, reaching outward while lowering body downward by extending arm holding onto handle. Extend arms and shoulders in-line with suspension strap so body is angled back to one side. Return by raising body back upward in opposite motion, reaching outward and toward suspension strap while pulling handle back to side of chest until body is upright and arm parallel with angle of strap. Repeat and continue with opposite side.

Comments

This exercise can be performed on TRXⓇ style suspension trainer or adjustable length gymnastics rings. Some suspension trainer brands allow independent use of only one handle, whereas, more popular brands require either anchoring unused handle within stirrup of gripped handle or grasping both handles with one hand.

External hip rotation is seen in lower swinging hip, whereas, internal hip rotation is observed in upper anchored hip. Muscles rotating hips may arguably be involved in movement, although relative intensity appears to be negligible, particularly since forefeet are not planted firmly on surface in lower position where hips are more rotated, preventing significant torque to be achieved, which suggests hip rotation is largely passive.

In contrast, a wide base of support with heels apart allows allows for adequate torque for spinal rotation. However, if hips rotate more than spine, as typically performed and as shown, range of motion through waist quite is limited.
"
WristExtensors/DBRadialFlexion,Dumbbell Radial Deviation,Pull,Extensor Carpi Radialis;Flexor Carpi Radialis,,No significant stabilizers,,,"Preparation

Grasp half loaded dumbbell with plate on thumb side. Position arm down to side.

Execution

Bend wrist so weighted side is pulled upward. Lower until weighted side is pointing downward. Repeat.
"
DeltoidLateral/CBUprightRowRope,Cable Upright Row (with rope attachment),Pull,"Deltoid, Lateral","Deltoid, Anterior;Supraspinatus;Brachialis;Brachioradialis;Biceps Brachii;Trapezius, Middle;Trapezius, Lower;Serratus Anterior,
Inferior Digitations;Infraspinatus;Teres Minor","Trapezius, Upper;Levator Scapulae",,,"Preparation

Grasp each side of rope with overhand grip, just under rope ends. Stand close to pulley.

Execution

Pull rope ends to front of shoulders with elbows leading. Allow wrists to flex as stirrups are lifted. Lower and repeat.
"
LatissimusDorsi/WtPullup,Weighted Pull-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Biceps Brachii;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Rhomboids;Levator Scapulae;Trapezius, Lower;Trapezius, Middle;Pectoralis Minor",,"Triceps, Long Head",,"Preparation

Step up and grasp bar with overhand wide grip.

Execution

Pull body up until chin is above bar. Lower body until arms and shoulders are fully extended. Repeat.

Comments

Added weight can be placed on dip belt or dumbbell can be placed between ankles as shown. Range of motion will be compromised if grip is too wide.
"
Brachialis/CBProneInclineCurl,Cable Prone Incline Curl,Pull,Brachialis,Biceps Brachii;Brachioradialis,"Wrist Flexors;Trapezius, Middle;Rhomboids",,,"Preparation

Lie prone on incline bench with shoulders near top of incline. Knees can rest on seat or legs can be straddled to sides. Grasp cable attachment with shoulder width underhand grip.

Execution

Raise bar until arms are flexed. Lower barbell until arms are fully extended. Repeat.
"
BackGeneral/LVOneArmStandingRow,Lever One Arm Standing Row (plate loaded),Pull,"Back, General","Trapezius, Middle;Trapezius, Lower;Rhomboids;Latissimus Dorsi;Teres Major;Deltoid, Posterior;Infraspinatus;Teres Minor;Brachialis;Brachioradialis;Pectoralis Major, Sternal;Obliques",Triceps; (supporting arm),"Biceps Brachii;Triceps, Long Head",,"Preparation

Place hand on support bar and grasp lever far forward. Place foot on side of moving arm on foot support and position opposite foot behind.

Execution

Pull lever to side while twisting torso toward opposite side. Pull shoulder back and push chest forward during contraction. Return until arm is extended and torso is pulled toward original direction. Repeat. Continue with opposite arm.
"
LatissimusDorsi/LVIronCross,Lever Iron Cross,Pull,Latissimus Dorsi,"Teres Major;Pectoralis Major, Sternal;Pectoralis Minor;Rhomboids;Levator Scapulae;Trapezius, Lower",No significant stabilizers,,,"Preparation

Stand on platform and grasp handles to sides with palms down grip.

Execution

With arms straight, pull lever handles down below hips. Return lever handles upward just above shoulder high, or just before slight pressure in shoulder is felt. Repeat.
"
LatissimusDorsi/ASRearPullupSelf,Self-assisted Rear Pull-up,Pull,Latissimus Dorsi,"Brachialis;Brachioradialis;Biceps Brachii;Teres Major;Pectoralis Major, Sternal;Pectoralis Minor;Rhomboids;Levator Scapulae;Trapezius, Lower",,"Triceps, Long Head",,"Preparation

Grasp bar with overhand wide grip. Position forefeet on floor just behind low bar or on bench just behind high bar.

Execution

Lower body until arms and shoulders are fully extended. If necessary, use minimal assistance of lower body to control descent allowing knees to bend. Pull body up until bar touches back of neck, again with minimal assistance from lower body. Repeat.

Comments

If bar is too low, knees may need to spread apart at bottom of motion (as shown) to achieve full range of motion. Range of motion will be compromised if grip is too wide. If lower body is used for assistance, Quadriceps are utilized.
"
TrapeziusUpper/TBShrug,Trap Bar Shrug,Pull,"Trapezius, Upper","Trapezius, Middle;Levator Scapulae",Erector Spinae,,,"Preparation

Step into trap barbell and stand holding handles of trap bar to sides.

Execution

Elevate shoulders as high as possible. Lower and repeat.
"
Triceps/CBPushdown,Cable Pushdown,Push,Triceps Brachii,,"Latissimus Dorsi;Teres Major;Deltoid, Posterior;Pectoralis Major, Sternal;Pectoralis Minor;Trapezius, Lower;Rectus Abdominis;Obliques;Wrist Flexors",,Erector Spinae,"Preparation

Face high pulley and grasp cable attachment with narrow overhand grip. Position elbows to side.

Execution

Extend arms down. Return until forearm is close to upper arm. Repeat.
"
